date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2016年3月28日9時,--,9.2,--,--
2016年3月28日10時,--,11.4,--,--
2016年3月28日11時,--,13.4,--,--
2016年3月28日12時,--,14.2,--,--
2016年3月28日13時,--,15.5,--,--
2016年3月28日14時,--,16.0,--,--
2016年3月28日15時,--,15.3,--,--
2016年3月28日16時,--,14.7,--,--
2016年3月28日17時,--,13.3,--,--
2016年3月28日18時,--,11.5,--,--
2016年3月28日19時,--,9.1,--,--
2016年3月28日20時,--,8.8,--,--
2016年3月28日21時,--,7.3,--,--
2016年3月28日22時,--,5.7,--,--
2016年3月28日23時,--,4.3,--,--
