date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年2月11日9時,1.5,-2.5,3,32
2017年2月11日10時,1.0,-1.9,2,34
2017年2月11日11時,1.0,-1.4,--,34
2017年2月11日12時,1.0,-1.2,2,36
2017年2月11日13時,0.0,-0.6,--,35
2017年2月11日14時,1.0,-0.4,2,37
2017年2月11日15時,1.0,-0.5,1,38
2017年2月11日16時,0.0,0.1,--,38
2017年2月11日17時,0.0,-0.4,--,38
2017年2月11日18時,0.0,0.0,--,37
2017年2月11日19時,0.0,-1.0,--,37
2017年2月11日20時,0.0,-0.4,--,37
2017年2月11日21時,0.0,-0.4,--,37
2017年2月11日22時,2.5,-1.0,3,40
2017年2月11日23時,1.5,-0.9,3,43
