date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年4月28日9時,--,10.2,--,--
2017年4月28日10時,--,13.0,--,--
2017年4月28日11時,--,14.9,--,--
2017年4月28日12時,--,15.2,--,--
2017年4月28日13時,--,16.5,--,--
2017年4月28日14時,--,17.7,--,--
2017年4月28日15時,--,18.2,--,--
2017年4月28日16時,--,18.0,--,--
2017年4月28日17時,--,17.5,--,--
2017年4月28日18時,--,15.8,--,--
2017年4月28日19時,--,12.8,--,--
2017年4月28日20時,--,11.8,--,--
2017年4月28日21時,--,9.8,--,--
2017年4月28日22時,--,8.9,--,--
2017年4月28日23時,--,7.0,--,--
