date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年12月22日9時,--,-2.4,--,12
2017年12月22日10時,--,-2.0,--,12
2017年12月22日11時,--,-0.5,--,11
2017年12月22日12時,0.0,0.0,--,11
2017年12月22日13時,0.0,0.4,--,11
2017年12月22日14時,--,2.2,--,11
2017年12月22日15時,--,2.8,--,11
2017年12月22日16時,--,1.8,--,11
2017年12月22日17時,--,1.2,--,11
2017年12月22日18時,--,0.9,--,11
2017年12月22日19時,--,0.3,--,11
2017年12月22日20時,--,-0.6,--,11
2017年12月22日21時,--,-1.1,--,11
2017年12月22日22時,--,-2.1,--,11
2017年12月22日23時,--,-2.1,--,11
