date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年2月16日9時,--,-0.5,--,30
2017年2月16日10時,--,0.7,--,30
2017年2月16日11時,--,0.9,--,30
2017年2月16日12時,--,2.5,--,30
2017年2月16日13時,--,4.4,--,29
2017年2月16日14時,--,6.1,--,29
2017年2月16日15時,--,6.4,--,28
2017年2月16日16時,--,7.3,--,28
2017年2月16日17時,--,5.2,--,28
2017年2月16日18時,--,2.1,--,28
2017年2月16日19時,--,1.2,--,28
2017年2月16日20時,--,0.3,--,28
2017年2月16日21時,--,-0.9,--,28
2017年2月16日22時,--,-1.4,--,28
2017年2月16日23時,--,-2.2,--,28
