date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年1月22日9時,--,-5.8,--,27
2017年1月22日10時,--,-2.9,--,27
2017年1月22日11時,--,-2.4,--,27
2017年1月22日12時,--,0.3,--,27
2017年1月22日13時,--,0.8,--,27
2017年1月22日14時,--,2.4,--,26
2017年1月22日15時,--,1.6,--,26
2017年1月22日16時,--,1.6,--,26
2017年1月22日17時,--,0.7,--,26
2017年1月22日18時,0.0,0.9,--,26
2017年1月22日19時,0.5,0.8,1,27
2017年1月22日20時,0.0,0.7,--,27
2017年1月22日21時,0.5,0.5,--,27
2017年1月22日22時,1.0,0.8,1,28
2017年1月22日23時,0.0,0.4,--,28
