date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年1月11日9時,0.0,-1.1,--,3
2017年1月11日10時,0.0,-0.2,--,3
2017年1月11日11時,0.0,0.9,--,1
2017年1月11日12時,0.0,1.2,--,--
2017年1月11日13時,0.0,1.0,--,--
2017年1月11日14時,0.0,0.9,--,--
2017年1月11日15時,0.0,0.6,--,--
2017年1月11日16時,0.0,0.1,--,--
2017年1月11日17時,0.0,-0.1,--,--
2017年1月11日18時,0.0,-0.3,1,1
2017年1月11日19時,0.0,-0.3,--,1
2017年1月11日20時,0.0,-0.5,--,1
2017年1月11日21時,0.0,-0.7,1,2
2017年1月11日22時,0.5,-0.7,1,3
2017年1月11日23時,1.0,-0.9,3,6
