date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2016年11月21日9時,--,9.2,--,--
2016年11月21日10時,--,10.7,--,--
2016年11月21日11時,--,12.0,--,--
2016年11月21日12時,--,13.3,--,--
2016年11月21日13時,--,14.1,--,--
2016年11月21日14時,--,14.7,--,--
2016年11月21日15時,--,14.0,--,--
2016年11月21日16時,--,13.4,--,--
2016年11月21日17時,--,12.7,--,--
2016年11月21日18時,--,12.3,--,--
2016年11月21日19時,--,11.4,--,--
2016年11月21日20時,--,10.9,--,--
2016年11月21日21時,--,10.7,--,--
2016年11月21日22時,--,10.3,--,--
2016年11月21日23時,--,8.7,--,--
