date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2017年4月10日9時,--,7.3,--,--
2017年4月10日10時,--,8.8,--,--
2017年4月10日11時,--,9.6,--,--
2017年4月10日12時,--,11.5,--,--
2017年4月10日13時,--,12.3,--,--
2017年4月10日14時,--,13.6,--,--
2017年4月10日15時,--,14.2,--,--
2017年4月10日16時,--,14.7,--,--
2017年4月10日17時,--,14.1,--,--
2017年4月10日18時,--,13.6,--,--
2017年4月10日19時,--,10.3,--,--
2017年4月10日20時,--,10.1,--,--
2017年4月10日21時,--,9.3,--,--
2017年4月10日22時,--,8.2,--,--
2017年4月10日23時,--,7.4,--,--
