date,Total precipitation(mm),Temperature(℃),Snowfall(cm),Snow accumulation(cm)
2016年4月19日9時,--,12.7,--,--
2016年4月19日10時,--,13.9,--,--
2016年4月19日11時,--,16.5,--,--
2016年4月19日12時,--,17.1,--,--
2016年4月19日13時,--,16.5,--,--
2016年4月19日14時,--,13.0,--,--
2016年4月19日15時,--,11.7,--,--
2016年4月19日16時,--,13.2,--,--
2016年4月19日17時,--,13.7,--,--
2016年4月19日18時,--,12.3,--,--
2016年4月19日19時,--,11.2,--,--
2016年4月19日20時,--,11.0,--,--
2016年4月19日21時,0.0,10.0,--,--
2016年4月19日22時,--,9.4,--,--
2016年4月19日23時,0.0,8.1,--,--
